iso	name	year	carbon	electricity	non_renewables	percent_generation_non_renewables	renewables	percent_generation_renewables	geo_biomass	percent_generation_biomass	solar_potential	percentage_solar_potential	percentage_solar_potential_vs_total	solar_capacity	solar_generation	percent_generation_solar	wind_potential	percentage_wind_potential	percentage_wind_potential_vs_total	wind_capacity	wind_generation	percent_generation_wind	percentage_total_potential_vs_total
AT	Austria	1986	52.8	44.7	43.41	0.9711409	1.29	0.0288591	1.29	0.0288590604	4.234469	0.00	0.09	#N/A	0	0	34.52879655	0.00	0.77	0	0	0	0.87
AT	Austria	1987	53.4	50.5	49.59	0.9819802	0.91	0.0180198	0.91	0.01801980198	3.870412	0.00	0.08	#N/A	0	0	38.80655223	0.00	0.77	0	0	0	0.85
AT	Austria	1988	51.8	49	47.95	0.9785714	1.05	0.0214286	1.05	0.02142857143	4.083088	0.00	0.08	#N/A	0	0	41.46791222	0.00	0.85	0	0	0	0.93
AT	Austria	1989	52	50.2	49.1	0.9780876	1.1	0.0219124	1.1	0.0219123506	4.218852	0.00	0.08	#N/A	0	0	34.83840432	0.00	0.69	0	0	0	0.78
AT	Austria	1990	55.9	50.4	49.26	0.9773810	1.14	0.0226190	1.14	0.02261904762	4.265193	0.00	0.08	#N/A	0	0	35.94387613	0.00	0.71	0	0	0	0.80
AT	Austria	1991	59.9	51.5	50.27	0.9761165	1.23	0.0238835	1.23	0.02388349515	4.127513	0.00	0.08	#N/A	0	0	33.99341247	0.00	0.66	0	0	0	0.74
AT	Austria	1992	55.6	51.2	49.87	0.9740234	1.33	0.0259766	1.33	0.0259765625	4.277536	0.00	0.08	#N/A	0	0	38.13992438	0.00	0.74	0	0	0	0.83
AT	Austria	1993	55.4	52.7	51.34	0.9741935	1.36	0.0258065	1.36	0.02580645161	4.000691	0.00	0.08	#N/A	0	0	39.25205226	0.00	0.74	0	0	0	0.82
AT	Austria	1994	55.7	53.3	52.09	0.9772983	1.21	0.0227017	1.21	0.02270168856	4.067854	0.00	0.08	#N/A	0	0	36.93444158	0.00	0.69	0	0	0	0.77
AT	Austria	1995	59.7	56.6	54.74	0.9671378	1.86	0.0328622	1.86	0.03286219081	3.842877	0.00	0.07	#N/A	0	0	38.94621661	0.00	0.69	0	0	0	0.76
AT	Austria	1996	61.5	54.8	53.2	0.9708029	1.6	0.0291971	1.59	0.02901459854	3.828077	0.00	0.07	2	0	0	33.84546578	0.00	0.62	0.01	0.01	0.0001824817518	0.69
AT	Austria	1997	61.8	56.9	55.17	0.9695958	1.73	0.0304042	1.71	0.03005272408	4.234619	0.00	0.07	2	0	0	35.71876029	0.00	0.63	0.02	0.02	0.0003514938489	0.70
AT	Austria	1998	61.9	57.4	55.51	0.9670732	1.89	0.0329268	1.84	0.03205574913	3.993039	0.00	0.07	3	0	0	40.37932674	0.00	0.70	0.05	0.05	0.0008710801394	0.77
AT	Austria	1999	61.5	60.4	58.75	0.9726821	1.65	0.0273179	1.6	0.02649006623	0.395807	0.00	0.01	4	0	0	36.59189844	0.00	0.61	0.1	0.1	0.001655629139	0.61
AT	Austria	2000	61.6	61.8	60.2	0.9741100	1.6	0.0258900	1.53	0.02475728155	4.173485	0.00	0.07	5	0	0	37.6920101	0.00	0.61	0.1	0.1	0.001618122977	0.68
AT	Austria	2001	66.4	62.3	60.46	0.9704655	1.84	0.0295345	1.67	0.02680577849	4.041371	0.00	0.06	7	0.01	0.0001605136437	37.50647458	0.01	0.60	0.2	0.2	0.003210272873	0.67
AT	Austria	2002	67.3	62.5	60.77	0.9723200	1.73	0.0276800	1.52	0.02432	4.051833	0.00	0.06	9	0.01	0.00016	36.17823426	0.01	0.58	0.2	0.2	0.0032	0.64
AT	Austria	2003	73.3	60.6	58.51	0.9655116	2.09	0.0344884	1.71	0.02821782178	4.471578	0.00	0.07	23	0.02	0.0003300330033	34.19334843	0.01	0.56	0.4	0.4	0.006600660066	0.64
AT	Austria	2004	72	64.9	61.9	0.9537750	3	0.0462250	2.06	0.03174114022	4.003811	0.00	0.06	27	0.02	0.0003081664099	36.113836	0.02	0.56	0.9	0.9	0.01386748844	0.62
AT	Austria	2005	74	66.7	62.91	0.9431784	3.79	0.0568216	2.44	0.03658170915	4.086232	0.00	0.06	21	0.02	0.000299850075	35.00287751	0.04	0.52	1.3	1.3	0.01949025487	0.59
AT	Austria	2006	71.9	64.4	59.39	0.9222050	5.01	0.0777950	3.24	0.05031055901	4.173016	0.00	0.06	22	0.02	0.0003105590062	33.70665853	0.05	0.52	1.8	1.8	0.02795031056	0.59
AT	Austria	2007	68.2	64.9	58.78	0.9057011	6.12	0.0942989	4.06	0.0625577812	4.259354	0.00	0.07	24	0.02	0.0003081664099	38.10043425	0.05	0.59	2	2	0.03081664099	0.65
AT	Austria	2008	69	66.9	60.56	0.9052317	6.34	0.0947683	4.3	0.06427503737	4.011277	0.01	0.06	30	0.03	0.0004484304933	35.47984894	0.06	0.53	2	2	0.02989536622	0.59
AT	Austria	2009	62.9	69.1	62.82	0.9091172	6.28	0.0908828	4.28	0.06193921852	4.060352	0.01	0.06	49	0.05	0.0007235890014	34.70753521	0.06	0.50	2	2	0.02894356006	0.56
AT	Austria	2010	68.1	71.1	64.48	0.9068917	6.62	0.0931083	4.46	0.06272855134	0.391486	0.23	0.01	89	0.09	0.001265822785	35.3441901	0.06	0.50	2.1	2.1	0.02953586498	0.50
AT	Austria	2011	62.4	65.9	59.27	0.8993930	6.63	0.1006070	4.52	0.06858877086	4.537974	0.04	0.07	174	0.17	0.002579666161	33.4754754	0.06	0.51	1.9	1.9	0.02883156297	0.58
AT	Austria	2012	60.4	72.4	64.99	0.8976519	7.41	0.1023481	4.61	0.06367403315	4.257574	0.08	0.06	338	0.34	0.004696132597	35.71832972	0.07	0.49	2.5	2.5	0.03453038674	0.55
AT	Austria	2013	59.6	68	59.64	0.8770588	8.36	0.1229412	4.58	0.06735294118	3.761953	0.17	0.06	626	0.63	0.009264705882	33.48183793	0.10	0.49	3.2	3.2	0.04705882353	0.55
AT	Austria	2014	56.4	65.1	56.13	0.8622120	8.97	0.1377880	4.34	0.06666666667	3.933098	0.20	0.06	785	0.79	0.01213517665	31.65997233	0.12	0.49	3.8	3.8	0.05837173579	0.55
AT	Austria	2015	59.4	64.9	54.62	0.8416025	10.28	0.1583975	4.5	0.06933744222	4.257846	0.22	0.07	937	0.94	0.01448382126	34.35327611	0.14	0.53	4.8	4.8	0.07395993837	0.59
BE	Belgium	1986	113.7	58.7	58.58	0.9979557	0.12	0.0020443	0.12	0.002044293015	0.360944	0.00	0.01	#N/A	0	0	26.84371596	0.00	0.46	0	0	0	0.46
BE	Belgium	1987	115.2	63.4	63.25	0.9976341	0.15	0.0023659	0.14	0.002208201893	3.288996	0.00	0.05	#N/A	0	0	21.16645911	0.00	0.33	0.01	0.01	0.0001577287066	0.39
BE	Belgium	1988	117.2	65.3	65.11	0.9970904	0.19	0.0029096	0.18	0.002756508423	3.275661	0.00	0.05	#N/A	0	0	25.82729365	0.00	0.40	0.01	0.01	0.0001531393568	0.45
BE	Belgium	1989	119.8	67.5	67.3	0.9970370	0.2	0.0029630	0.19	0.002814814815	3.699687	0.00	0.05	#N/A	0	0	20.97624475	0.00	0.31	0.01	0.01	0.0001481481481	0.37
BE	Belgium	1990	128.5	70.9	70.61	0.9959097	0.29	0.0040903	0.28	0.00394922426	3.638287	0.00	0.05	#N/A	0	0	26.86041896	0.00	0.38	0.01	0.01	0.0001410437236	0.43
BE	Belgium	1991	133	71.9	71.59	0.9956885	0.31	0.0043115	0.3	0.004172461752	3.665064	0.00	0.05	#N/A	0	0	21.85266217	0.00	0.30	0.01	0.01	0.0001390820584	0.35
BE	Belgium	1992	130.1	72.2	71.92	0.9961219	0.28	0.0038781	0.27	0.003739612188	3.509828	0.00	0.05	#N/A	0	0	24.44239602	0.00	0.34	0.01	0.01	0.0001385041551	0.39
BE	Belgium	1993	128.1	70.8	70.55	0.9964689	0.25	0.0035311	0.25	0.003531073446	3.385936	0.00	0.05	#N/A	0	0	24.71259565	0.00	0.35	0.01	0.01	0.0001412429379	0.40
BE	Belgium	1994	132	72.2	71.95	0.9965374	0.25	0.0034626	0.25	0.003462603878	3.370166	0.00	0.05	#N/A	0	0	26.01556393	0.00	0.36	0.01	0.01	0.0001385041551	0.41
BE	Belgium	1995	130.8	74.4	74.07	0.9955645	0.33	0.0044355	0.32	0.004301075269	3.515301	0.00	0.05	#N/A	0	0	25.07640051	0.00	0.34	0.01	0.01	0.0001344086022	0.38
BE	Belgium	1996	139.4	76.1	75.78	0.9957950	0.32	0.0042050	0.31	0.004073587385	3.464727	0.00	0.05	0	0	0	21.58614405	0.00	0.28	0.01	0.01	0.0001314060447	0.33
BE	Belgium	1997	137.8	78.8	78.52	0.9964467	0.28	0.0035533	0.28	0.003553299492	3.664943	0.00	0.05	0	0	0	22.34653648	0.00	0.28	0.01	0.01	0.0001269035533	0.33
BE	Belgium	1998	142	83.2	82.83	0.9955529	0.37	0.0044471	0.36	0.004326923077	3.144423	0.00	0.04	0	0	0	26.78409933	0.00	0.32	0.01	0.01	0.0001201923077	0.36
BE	Belgium	1999	135.3	84.5	83.99	0.9939645	0.51	0.0060355	0.5	0.005917159763	3.549032	0.00	0.04	0	0	0	26.53033948	0.00	0.31	0.01	0.01	0.0001183431953	0.36
BE	Belgium	2000	139.1	84	83.42	0.9930952	0.58	0.0069048	0.57	0.006785714286	3.294032	0.00	0.04	0	0	0	26.7726987	0.00	0.32	0.02	0.02	0.0002380952381	0.36
BE	Belgium	2001	139.2	79.8	79.17	0.9921053	0.63	0.0078947	0.6	0.007518796992	3.373842	0.00	0.04	0	0	0	23.45521558	0.00	0.29	0.04	0.04	0.0005012531328	0.34
BE	Belgium	2002	137.1	82.1	81.32	0.9904994	0.78	0.0095006	0.72	0.008769792935	3.414866	0.00	0.04	1	0	0	25.48032771	0.00	0.31	0.1	0.1	0.001218026797	0.35
BE	Belgium	2003	144.2	84.6	83.65	0.9887707	0.95	0.0112293	0.86	0.01016548463	0.402024	0.00	0.00	1	0	0	20.10637889	0.00	0.24	0.1	0.1	0.001182033097	0.24
BE	Belgium	2004	143	85.6	84.42	0.9862150	1.18	0.0137850	1.04	0.01214953271	3.539742	0.00	0.04	1	0	0	23.31212922	0.00	0.27	0.1	0.1	0.001168224299	0.31
BE	Belgium	2005	139	87	85.18	0.9790805	1.82	0.0209195	1.59	0.01827586207	3.489679	0.00	0.04	2	0	0	20.79449906	0.01	0.24	0.2	0.2	0.002298850575	0.28
BE	Belgium	2006	141.1	85.6	83.01	0.9697430	2.59	0.0302570	2.23	0.02605140187	0.343736	0.00	0.00	2	0	0	23.87451226	0.02	0.28	0.4	0.4	0.004672897196	0.28
BE	Belgium	2007	140.8	88.8	85.7	0.9650901	3.1	0.0349099	2.6	0.02927927928	3.472919	0.00	0.04	20	0.01	0.0001126126126	24.76753615	0.02	0.28	0.5	0.5	0.005630630631	0.32
BE	Belgium	2008	142.3	84.9	80.89	0.9527680	4.01	0.0472320	3.33	0.03922261484	3.370583	0.01	0.04	62	0.04	0.0004711425206	24.11381006	0.02	0.28	0.6	0.6	0.007067137809	0.32
BE	Belgium	2009	129.8	91.2	86.09	0.9439693	5.11	0.0560307	3.95	0.04331140351	3.554555	0.05	0.04	386	0.17	0.001864035088	22.30968503	0.04	0.24	1	1	0.01096491228	0.28
BE	Belgium	2010	138.4	95.2	89.02	0.9350840	6.18	0.0649160	4.33	0.04548319328	3.461189	0.16	0.04	1007	0.56	0.005882352941	19.29926456	0.07	0.20	1.3	1.3	0.01365546218	0.24
BE	Belgium	2011	125.1	90.2	82.02	0.9093126	8.18	0.0906874	4.7	0.05210643016	3.748736	0.31	0.04	1979	1.17	0.01297117517	22.26273527	0.10	0.25	2.3	2.3	0.02549889135	0.29
BE	Belgium	2012	120.9	82.9	72.8	0.8781665	10.1	0.1218335	5.2	0.06272617612	3.388945	0.63	0.04	2647	2.15	0.02593486128	22.41222568	0.12	0.27	2.8	2.8	0.03377563329	0.31
BE	Belgium	2013	121.8	83.5	72.21	0.8647904	11.29	0.1352096	4.98	0.05964071856	3.224907	0.82	0.04	2902	2.64	0.03161676647	21.88156073	0.17	0.26	3.7	3.7	0.04431137725	0.30
BE	Belgium	2014	114.2	72.7	60.78	0.8360385	11.92	0.1639615	4.42	0.06079779917	0.355517	1.00	0.00	3015	2.88	0.03961485557	22.51271594	0.20	0.31	4.6	4.6	0.06327372765	0.31
BE	Belgium	2015	121.3	69.8	55.66	0.7974212	14.14	0.2025788	5.51	0.07893982808	0.367743	1.00	0.01	3131	3.05	0.04369627507	24.98408611	0.22	0.36	5.6	5.6	0.08022922636	0.36
BG	Bulgaria	1986	87.9	41.8	41.8	1.0000000	0	0.0000000	0	0	8.382876	0.00	0.20	#N/A	0	0	6.265078845	0.00	0.15	0	0	0	0.35
BG	Bulgaria	1987	87.8	43.5	43.5	1.0000000	0	0.0000000	0	0	7.934168	0.00	0.18	#N/A	0	0	6.483800802	0.00	0.15	0	0	0	0.33
BG	Bulgaria	1988	86.6	45	45	1.0000000	0	0.0000000	0	0	8.228403	0.00	0.18	#N/A	0	0	6.562736746	0.00	0.15	0	0	0	0.33
BG	Bulgaria	1989	86.8	44.3	44.3	1.0000000	0	0.0000000	0	0	8.643979	0.00	0.20	#N/A	0	0	6.539090096	0.00	0.15	0	0	0	0.34
BG	Bulgaria	1990	74.3	42.1	42.1	1.0000000	0	0.0000000	0	0	8.689994	0.00	0.21	#N/A	0	0	6.029560599	0.00	0.14	0	0	0	0.35
BG	Bulgaria	1991	60.4	40.9	40.9	1.0000000	0	0.0000000	0	0	7.760489	0.00	0.19	#N/A	0	0	6.217723921	0.00	0.15	0	0	0	0.34
BG	Bulgaria	1992	58.4	35.6	35.6	1.0000000	0	0.0000000	0	0	0.872374	0.00	0.02	#N/A	0	0	7.021916425	0.00	0.20	0	0	0	0.22
BG	Bulgaria	1993	60.4	38	38	1.0000000	0	0.0000000	0	0	8.548275	0.00	0.22	#N/A	0	0	7.079131262	0.00	0.19	0	0	0	0.41
BG	Bulgaria	1994	56.8	38.1	38.1	1.0000000	0	0.0000000	0	0	0.839825	0.00	0.02	#N/A	0	0	6.420387993	0.00	0.17	0	0	0	0.19
BG	Bulgaria	1995	58.8	41.8	41.8	1.0000000	0	0.0000000	0	0	8.053457	0.00	0.19	#N/A	0	0	6.429165745	0.00	0.15	0	0	0	0.35
BG	Bulgaria	1996	57.1	42.7	42.7	1.0000000	0	0.0000000	0	0	0.767365	0.00	0.02	0	0	0	6.288223876	0.00	0.15	0	0	0	0.17
BG	Bulgaria	1997	56.2	42.8	42.8	1.0000000	0	0.0000000	0	0	8.127932	0.00	0.19	0	0	0	6.940542465	0.00	0.16	0	0	0	0.35
BG	Bulgaria	1998	53.9	41.7	41.7	1.0000000	0	0.0000000	0	0	8.113219	0.00	0.19	0	0	0	7.077524812	0.00	0.17	0	0	0	0.36
BG	Bulgaria	1999	46.1	38.2	38.2	1.0000000	0	0.0000000	0	0	8.334016	0.00	0.22	0	0	0	6.188378547	0.00	0.16	0	0	0	0.38
BG	Bulgaria	2000	43.4	40.9	40.9	1.0000000	0	0.0000000	0	0	8.977097	0.00	0.22	0	0	0	6.309784097	0.00	0.15	0	0	0	0.37
BG	Bulgaria	2001	46.8	44	44	1.0000000	0	0.0000000	0	0	8.263816	0.00	0.19	0	0	0	7.464625692	0.00	0.17	0	0	0	0.36
BG	Bulgaria	2002	45.4	42.7	42.7	1.0000000	0	0.0000000	0	0	0.079172	0.00	0.00	0	0	0	6.586085452	0.00	0.15	0	0	0	0.16
BG	Bulgaria	2003	49	42.6	42.6	1.0000000	0	0.0000000	0	0	8.314776	0.00	0.20	0	0	0	6.415612481	0.00	0.15	0	0	0	0.35
BG	Bulgaria	2004	47.2	41.6	41.6	1.0000000	0	0.0000000	0	0	8.326321	0.00	0.20	0	0	0	6.669956185	0.00	0.16	0	0	0	0.36
BG	Bulgaria	2005	48.9	44.4	44.39	0.9997748	0.01	0.0002252	0	0	7.772452	0.00	0.18	0	0	0	6.673645969	0.00	0.15	0.01	0.01	0.0002252252252	0.33
BG	Bulgaria	2006	50.1	45.8	45.78	0.9995633	0.02	0.0004367	0	0	0.811009	0.00	0.02	0	0	0	6.295040471	0.00	0.14	0.02	0.02	0.0004366812227	0.16
BG	Bulgaria	2007	53.4	43.3	43.25	0.9988453	0.05	0.0011547	0	0	8.639474	0.00	0.20	0	0	0	6.614920162	0.01	0.15	0.05	0.05	0.001154734411	0.35
BG	Bulgaria	2008	50.6	45	44.86	0.9968889	0.14	0.0031111	0.02	0.0004444444444	8.309062	0.00	0.18	0	0	0	6.420470669	0.02	0.14	0.1	0.1	0.002222222222	0.33
BG	Bulgaria	2009	43.7	43	42.75	0.9941860	0.25	0.0058140	0.01	0.0002325581395	8.039297	0.00	0.19	2	0	0	6.021292919	0.03	0.14	0.2	0.2	0.004651162791	0.33
BG	Bulgaria	2010	45.8	46.7	45.97	0.9843683	0.73	0.0156317	0.04	0.0008565310493	7.755407	0.00	0.17	25	0.02	0.0004282655246	6.478523996	0.11	0.14	0.7	0.7	0.01498929336	0.30
BG	Bulgaria	2011	50.7	50.8	49.78	0.9799213	1.02	0.0200787	0.06	0.001181102362	8.565119	0.01	0.17	154	0.1	0.001968503937	5.822891472	0.15	0.11	0.9	0.9	0.01771653543	0.28
BG	Bulgaria	2012	46.1	47.3	45.2	0.9556025	2.1	0.0443975	0.07	0.001479915433	8.610346	0.09	0.18	1013	0.81	0.01712473573	6.761231953	0.18	0.14	1.2	1.2	0.02536997886	0.32
BG	Bulgaria	2013	41	43.8	40.95	0.9349315	2.85	0.0650685	0.11	0.002511415525	8.251863	0.16	0.19	1020	1.36	0.03105022831	6.399500527	0.22	0.15	1.4	1.4	0.03196347032	0.33
BG	Bulgaria	2014	43.3	47.5	44.72	0.9414737	2.78	0.0585263	0.2	0.004210526316	7.664742	0.16	0.16	1026	1.25	0.02631578947	5.706799177	0.23	0.12	1.3	1.3	0.02736842105	0.28
BG	Bulgaria	2015	46.1	49.2	46.09	0.9367886	3.11	0.0632114	0.27	0.005487804878	8.415632	0.16	0.17	1029	1.38	0.02804878049	6.217496588	0.24	0.13	1.5	1.5	0.03048780488	0.30
DK	Denmark	1986	63.6	30.8	30.62	0.9941558	0.18	0.0058442	0.05	0.001623376623	0	0.00	0.00	#N/A	0	0	41.48031097	0.00	1.00	0.1	0.1	0.003246753247	1.00
DK	Denmark	1987	61	29.5	29.27	0.9922034	0.23	0.0077966	0.06	0.002033898305	0	0.00	0.00	#N/A	0	0	36.17175841	0.01	1.00	0.2	0.2	0.006779661017	1.00
DK	Denmark	1988	59.7	28.1	27.73	0.9868327	0.37	0.0131673	0.08	0.002846975089	0	0.00	0.00	#N/A	0	0	42.21027059	0.01	1.00	0.3	0.3	0.01067615658	1.00
DK	Denmark	1989	54	22.9	22.35	0.9759825	0.55	0.0240175	0.13	0.005676855895	0	0.00	0.00	#N/A	0	0	41.05244269	0.01	1.00	0.4	0.4	0.01746724891	1.00
DK	Denmark	1990	55.8	26	25.18	0.9684615	0.82	0.0315385	0.21	0.008076923077	0	0.00	0.00	#N/A	0	0	44.75379214	0.01	1.00	0.6	0.6	0.02307692308	1.00
DK	Denmark	1991	65.5	36.5	35.4	0.9698630	1.1	0.0301370	0.36	0.009863013699	0	0.00	0.00	#N/A	0	0	40.44401867	0.02	1.00	0.7	0.7	0.01917808219	1.00
DK	Denmark	1992	60	30.7	29.26	0.9530945	1.44	0.0469055	0.52	0.01693811075	0	0.00	0.00	#N/A	0	0	41.32848324	0.02	1.00	0.9	0.9	0.02931596091	1.00
DK	Denmark	1993	63.4	34	32.24	0.9482353	1.76	0.0517647	0.73	0.02147058824	0	0.00	0.00	#N/A	0	0	43.65517107	0.02	1.00	1	1	0.02941176471	1.00
DK	Denmark	1994	68.2	40.2	38.49	0.9574627	1.71	0.0425373	0.57	0.01417910448	0	0.00	0.00	#N/A	0	0	45.56750834	0.02	1.00	1.1	1.1	0.02736318408	1.00
DK	Denmark	1995	65.4	36.7	34.88	0.9504087	1.82	0.0495913	0.65	0.01771117166	0	0.00	0.00	#N/A	0	0	42.61659712	0.03	1.00	1.2	1.2	0.03269754768	1.00
DK	Denmark	1996	79.1	53.6	51.54	0.9615672	2.06	0.0384328	0.83	0.01548507463	0	0.00	0.00	0	0	0	37.12646252	0.03	0.69	1.2	1.2	0.0223880597	0.69
DK	Denmark	1997	69.2	44.3	41.39	0.9343115	2.91	0.0656885	0.98	0.02212189616	0	0.00	0.00	0	0	0	38.51700622	0.05	0.87	1.9	1.9	0.04288939052	0.87
DK	Denmark	1998	64.9	41.1	37.2	0.9051095	3.9	0.0948905	1.08	0.02627737226	0	0.00	0.00	0	0	0	44.38815282	0.06	1.00	2.8	2.8	0.06812652068	1.00
DK	Denmark	1999	61.5	38.9	34.55	0.8881748	4.35	0.1118252	1.32	0.03393316195	0	0.00	0.00	0	0	0	37.77509963	0.08	0.97	3	3	0.07712082262	0.97
DK	Denmark	2000	57.5	36	30.46	0.8461111	5.54	0.1538889	1.3	0.03611111111	0	0.00	0.00	1	0	0	42.27440308	0.10	1.00	4.2	4.2	0.1166666667	1.00
DK	Denmark	2001	57.7	37.7	31.88	0.8456233	5.82	0.1543767	1.51	0.0400530504	0	0.00	0.00	1	0	0	35.99962525	0.12	0.95	4.3	4.3	0.1140583554	0.95
DK	Denmark	2002	56.8	39.3	32.54	0.8279898	6.76	0.1720102	1.88	0.04783715013	0	0.00	0.00	2	0	0	39.70514807	0.12	1.00	4.9	4.9	0.1246819338	1.00
DK	Denmark	2003	62	46.2	38.14	0.8255411	8.06	0.1744589	2.49	0.0538961039	0	0.00	0.00	2	0	0	34.10484996	0.16	0.74	5.6	5.6	0.1212121212	0.74
DK	Denmark	2004	56	40.4	30.9	0.7648515	9.5	0.2351485	2.91	0.07202970297	0	0.00	0.00	2	0	0	40.34684201	0.16	1.00	6.6	6.6	0.1633663366	1.00
DK	Denmark	2005	53.3	36.2	26.41	0.7295580	9.79	0.2704420	3.17	0.08756906077	0	0.00	0.00	3	0	0	38.67844536	0.17	1.00	6.6	6.6	0.182320442	1.00
DK	Denmark	2006	61.7	45.6	36.42	0.7986842	9.18	0.2013158	3.07	0.0673245614	0	0.00	0.00	3	0	0	35.70727583	0.17	0.78	6.1	6.1	0.1337719298	0.78
DK	Denmark	2007	56.8	39.3	29.02	0.7384224	10.28	0.2615776	3.11	0.07913486005	0	0.00	0.00	3	0	0	43.07727232	0.17	1.00	7.2	7.2	0.1832061069	1.00
DK	Denmark	2008	54.2	36.6	26.53	0.7248634	10.07	0.2751366	3.14	0.08579234973	0	0.00	0.00	3	0	0	41.13724734	0.17	1.00	6.9	6.9	0.1885245902	1.00
DK	Denmark	2009	50.6	36.4	26.36	0.7241758	10.04	0.2758242	3.32	0.09120879121	0	0.00	0.00	5	0	0	37.27649643	0.18	1.00	6.7	6.7	0.1840659341	1.00
DK	Denmark	2010	51.3	38.9	26.49	0.6809769	12.41	0.3190231	4.59	0.1179948586	0	0.00	0.00	7	0.01	0.0002570694087	35.75433361	0.22	0.92	7.8	7.8	0.2005141388	0.92
DK	Denmark	2011	46.4	35.2	21.04	0.5977273	14.16	0.4022727	4.38	0.1244318182	0	0.00	0.00	17	0.02	0.0005681818182	41.7259012	0.23	1.00	9.8	9.8	0.2784090909	1.00
DK	Denmark	2012	41	30.7	15.88	0.5172638	14.82	0.4827362	4.45	0.1449511401	0	0.00	0.00	402	0.1	0.00325732899	40.62245274	0.25	1.00	10.3	10.3	0.335504886	1.00
DK	Denmark	2013	43.4	34.7	18.75	0.5403458	15.95	0.4596542	4.31	0.1242074928	0	0.00	0.00	571	0.52	0.01498559078	37.57403135	0.30	1.00	11.1	11.1	0.3198847262	1.00
DK	Denmark	2014	40.1	32.2	14.22	0.4416149	17.98	0.5583851	4.3	0.1335403727	0	0.00	0.00	607	0.6	0.01863354037	41.22573152	0.32	1.00	13.1	13.1	0.4068322981	1.00
DK	Denmark	2015	36.8	28.9	9.96	0.3446367	18.94	0.6553633	4.2	0.1453287197	0	0.00	0.00	782	0.6	0.02076124567	45.93482212	0.31	1.00	14.1	14.1	0.4878892734	1.00
FI	Finland	1986	52.9	48.9	48.9	1.0000000	0	0.0000000	0	0	0.049495	0.00	0.00	#N/A	0	0	8.294049454	0.00	0.17	0	0	0	0.17
FI	Finland	1987	55.6	53	53	1.0000000	0	0.0000000	0	0	0.047702	0.00	0.00	#N/A	0	0	7.686922308	0.00	0.15	0	0	0	0.15
FI	Finland	1988	54.8	53.5	53.5	1.0000000	0	0.0000000	0	0	0.048071	0.00	0.00	#N/A	0	0	8.262317807	0.00	0.15	0	0	0	0.16
