iso	name	year	carbon	electricity	non_renewables	percent_generation_non_renewables	renewables	percent_generation_renewables	geo_biomass	percent_generation_biomass	solar_potential	percentage_solar_potential	percentage_solar_potential_vs_total	solar_capacity	solar_generation	percent_generation_solar	wind_potential	percentage_wind_potential	percentage_wind_potential_vs_total	wind_capacity	wind_generation	percent_generation_wind	percentage_total_potential_vs_total
HU	Hungary	1988	75.8	29.2	29.2	1.0000000	0	0.0000000	0	0	0.253006	0.00	0.01	#N/A	0	0	7.788474819	0.00	0.27	0	0	0	0.28
HU	Hungary	1989	72.2	29.6	29.6	1.0000000	0	0.0000000	0	0	0.252173	0.00	0.01	#N/A	0	0	6.428495145	0.00	0.22	0	0	0	0.23
HU	Hungary	1990	72.5	28.4	28.38	0.9992958	0.02	0.0007042	0.02	0.0007042253521	0.260378	0.00	0.01	#N/A	0	0	6.864593961	0.00	0.24	0	0	0	0.25
HU	Hungary	1991	67.3	30	29.98	0.9993333	0.02	0.0006667	0.02	0.0006666666667	0.251553	0.00	0.01	#N/A	0	0	6.665889572	0.00	0.22	0	0	0	0.23
HU	Hungary	1992	62.4	31.7	31.65	0.9984227	0.05	0.0015773	0.05	0.001577287066	0.271813	0.00	0.01	#N/A	0	0	7.844871163	0.00	0.25	0	0	0	0.26
HU	Hungary	1993	59.6	32.9	32.86	0.9987842	0.04	0.0012158	0.04	0.001215805471	0.250145	0.00	0.01	#N/A	0	0	8.239634109	0.00	0.25	0	0	0	0.26
HU	Hungary	1994	59.5	33.5	33.45	0.9985075	0.05	0.0014925	0.05	0.001492537313	0.255097	0.00	0.01	#N/A	0	0	7.920015575	0.00	0.24	0	0	0	0.24
HU	Hungary	1995	58.7	34	33.94	0.9982353	0.06	0.0017647	0.06	0.001764705882	0.242907	0.00	0.01	#N/A	0	0	7.62205591	0.00	0.22	0	0	0	0.23
HU	Hungary	1996	59.5	35.1	35.05	0.9985755	0.05	0.0014245	0.05	0.001424501425	0.232247	0.00	0.01	0	0	0	7.411317652	0.00	0.21	0	0	0	0.22
HU	Hungary	1997	57.6	35.4	35.35	0.9985876	0.05	0.0014124	0.05	0.001412429379	0.260603	0.00	0.01	0	0	0	7.875011656	0.00	0.22	0	0	0	0.23
HU	Hungary	1998	58	37.2	37.14	0.9983871	0.06	0.0016129	0.06	0.001612903226	0.251222	0.00	0.01	0	0	0	8.108318909	0.00	0.22	0	0	0	0.22
HU	Hungary	1999	59.2	37.8	37.73	0.9981481	0.07	0.0018519	0.07	0.001851851852	0.240584	0.00	0.01	0	0	0	7.67007595	0.00	0.20	0	0	0	0.21
HU	Hungary	2000	55.5	35.2	35.13	0.9980114	0.07	0.0019886	0.07	0.001988636364	0.270414	0.00	0.01	0	0	0	7.952631327	0.00	0.23	0	0	0	0.23
HU	Hungary	2001	57.3	36.4	36.33	0.9980769	0.07	0.0019231	0.07	0.001923076923	0.249364	0.00	0.01	0	0	0	7.954109076	0.00	0.22	0	0	0	0.23
HU	Hungary	2002	56	36.2	36.16	0.9988950	0.04	0.0011050	0.04	0.001104972376	0.248387	0.00	0.01	0	0	0	7.870582989	0.00	0.22	0	0	0	0.22
HU	Hungary	2003	58.5	34.1	33.93	0.9950147	0.17	0.0049853	0.16	0.004692082111	0.269134	0.00	0.01	0	0	0	7.078546386	0.00	0.21	0	0	0	0.22
HU	Hungary	2004	57.2	33.7	32.97	0.9783383	0.73	0.0216617	0.73	0.02166172107	0.241657	0.00	0.01	0	0	0	7.602613576	0.00	0.23	0.01	0.01	0.000296735905	0.23
HU	Hungary	2005	57.4	35.8	34.13	0.9533520	1.67	0.0466480	1.66	0.04636871508	0.024573	0.00	0.00	0	0	0	7.04275434	0.00	0.20	0.01	0.01	0.0002793296089	0.20
HU	Hungary	2006	57.2	35.9	34.59	0.9635097	1.31	0.0364903	1.26	0.03509749304	0.242858	0.00	0.01	0	0	0	6.406119649	0.01	0.18	0.04	0.04	0.001114206128	0.19
HU	Hungary	2007	55.6	40	38.33	0.9582500	1.67	0.0417500	1.56	0.039	0.262433	0.00	0.01	0	0	0	7.481804093	0.01	0.19	0.1	0.1	0.0025	0.19
HU	Hungary	2008	54.4	40	37.86	0.9465000	2.14	0.0535000	1.94	0.0485	0.253716	0.00	0.01	1	0	0	7.653123113	0.03	0.19	0.2	0.2	0.005	0.20
HU	Hungary	2009	48.2	35.9	33.23	0.9256267	2.67	0.0743733	2.34	0.0651810585	0.249885	0.00	0.01	1	0	0	7.066479058	0.04	0.20	0.3	0.3	0.008356545961	0.20
HU	Hungary	2010	48.8	37.4	34.57	0.9243316	2.83	0.0756684	2.3	0.0614973262	0.232297	0.00	0.01	2	0	0	7.3533598	0.07	0.20	0.5	0.5	0.01336898396	0.20
HU	Hungary	2011	50.3	36	33.51	0.9308333	2.49	0.0691667	1.86	0.05166666667	0.270456	0.00	0.01	4	0	0	6.479373271	0.09	0.18	0.6	0.6	0.01666666667	0.19
HU	Hungary	2012	45.9	34.6	32.17	0.9297688	2.43	0.0702312	1.66	0.04797687861	0.267656	0.04	0.01	12	0.01	0.000289017341	7.651561687	0.10	0.22	0.8	0.8	0.02312138728	0.23
HU	Hungary	2013	43.3	30.3	27.73	0.9151815	2.57	0.0848185	1.83	0.0603960396	0.023494	1.00	0.00	35	0.03	0.0009900990099	7.107139087	0.10	0.23	0.7	0.7	0.02310231023	0.24
HU	Hungary	2014	42.3	29.4	26.55	0.9030612	2.85	0.0969388	2.13	0.07244897959	0.239748	0.29	0.01	89	0.07	0.002380952381	6.45548011	0.11	0.22	0.7	0.7	0.02380952381	0.23
HU	Hungary	2015	45.1	30.4	27.4	0.9013158	3	0.0986842	2.16	0.07105263158	0.254694	0.55	0.01	172	0.14	0.004605263158	6.710142198	0.10	0.22	0.7	0.7	0.02302631579	0.23
IE	Ireland	1986	28.6	12.7	12.7	1.0000000	0	0.0000000	0	0	0.001852	0.00	0.00	#N/A	0	0	13.52929276	0.00	1.00	0	0	0	1.00
IE	Ireland	1987	29.7	13.1	13.1	1.0000000	0	0.0000000	0	0	0.001811	0.00	0.00	#N/A	0	0	11.00012704	0.00	0.84	0	0	0	0.84
IE	Ireland	1988	29.1	13.2	13.2	1.0000000	0	0.0000000	0	0	0.001814	0.00	0.00	#N/A	0	0	12.15257146	0.00	0.92	0	0	0	0.92
IE	Ireland	1989	29.8	13.8	13.8	1.0000000	0	0.0000000	0	0	0.001864	0.00	0.00	#N/A	0	0	12.11205049	0.00	0.88	0	0	0	0.88
IE	Ireland	1990	31	14.5	14.5	1.0000000	0	0.0000000	0	0	0.001848	0.00	0.00	#N/A	0	0	13.46887427	0.00	0.93	0	0	0	0.93
IE	Ireland	1991	31.6	15.1	15.1	1.0000000	0	0.0000000	0	0	0.001838	0.00	0.00	#N/A	0	0	11.69865296	0.00	0.77	0	0	0	0.77
IE	Ireland	1992	31.8	16	15.99	0.9993750	0.01	0.0006250	0	0	0.001857	0.00	0.00	#N/A	0	0	12.85749448	0.00	0.80	0.01	0.01	0.000625	0.80
IE	Ireland	1993	32.2	16.4	16.38	0.9987805	0.02	0.0012195	0	0	0.001707	0.00	0.00	#N/A	0	0	12.1940215	0.00	0.74	0.02	0.02	0.001219512195	0.74
IE	Ireland	1994	33.1	17.1	17.08	0.9988304	0.02	0.0011696	0	0	0.001729	0.00	0.00	#N/A	0	0	13.43423638	0.00	0.79	0.02	0.02	0.001169590643	0.79
IE	Ireland	1995	33.9	17.8	17.78	0.9988764	0.02	0.0011236	0	0	0.001916	0.00	0.00	#N/A	0	0	12.26159944	0.00	0.69	0.02	0.02	0.001123595506	0.69
IE	Ireland	1996	35.6	19.2	19.16	0.9979167	0.04	0.0020833	0.03	0.0015625	0.000182	0.00	0.00	#N/A	0	0	11.8932701	0.00	0.62	0.01	0.01	0.0005208333333	0.62
IE	Ireland	1997	37.3	20	19.87	0.9935000	0.13	0.0065000	0.08	0.004	0.001763	0.00	0.00	#N/A	0	0	11.39525002	0.01	0.57	0.1	0.1	0.005	0.57
IE	Ireland	1998	40	21.2	20.95	0.9882075	0.25	0.0117925	0.09	0.004245283019	0.001747	0.00	0.00	#N/A	0	0	12.88330262	0.02	0.61	0.2	0.2	0.009433962264	0.61
IE	Ireland	1999	42.1	22	21.72	0.9872727	0.28	0.0127273	0.09	0.004090909091	0.001791	0.00	0.00	#N/A	0	0	12.86259703	0.02	0.58	0.2	0.2	0.009090909091	0.58
IE	Ireland	2000	43.4	24	23.66	0.9858333	0.34	0.0141667	0.1	0.004166666667	0.001881	0.00	0.00	#N/A	0	0	12.31816255	0.02	0.51	0.2	0.2	0.008333333333	0.51
IE	Ireland	2001	46.4	25	24.57	0.9828000	0.43	0.0172000	0.1	0.004	0.001931	0.00	0.00	#N/A	0	0	10.4664829	0.03	0.42	0.3	0.3	0.012	0.42
IE	Ireland	2002	45.7	25.2	24.73	0.9813492	0.47	0.0186508	0.08	0.003174603175	0.001809	0.00	0.00	#N/A	0	0	12.44619799	0.03	0.49	0.4	0.4	0.01587301587	0.49
IE	Ireland	2003	45.3	25.2	24.66	0.9785714	0.54	0.0214286	0.09	0.003571428571	0.001961	0.00	0.00	#N/A	0	0	11.81688181	0.04	0.47	0.5	0.5	0.01984126984	0.47
IE	Ireland	2004	45.5	25.6	24.84	0.9703125	0.76	0.0296875	0.11	0.004296875	0.001934	0.00	0.00	#N/A	0	0	12.22036271	0.06	0.48	0.7	0.7	0.02734375	0.48
IE	Ireland	2005	47.7	26	24.76	0.9523077	1.24	0.0476923	0.13	0.005	0.001739	0.00	0.00	#N/A	0	0	11.89302349	0.09	0.46	1.1	1.1	0.04230769231	0.46
IE	Ireland	2006	47.5	27.5	25.75	0.9363636	1.75	0.0636364	0.13	0.004727272727	0.000178	0.00	0.00	#N/A	0	0	11.70658395	0.14	0.43	1.6	1.6	0.05818181818	0.43
IE	Ireland	2007	48.4	28.7	26.57	0.9257840	2.13	0.0742160	0.17	0.005923344948	0.001866	0.00	0.00	#N/A	0	0	11.19182514	0.18	0.39	2	2	0.06968641115	0.39
IE	Ireland	2008	47.9	30.3	27.68	0.9135314	2.62	0.0864686	0.21	0.006930693069	0.001744	0.00	0.00	#N/A	0	0	12.65447325	0.19	0.42	2.4	2.4	0.07920792079	0.42
IE	Ireland	2009	43	28.4	25.19	0.8869718	3.21	0.1130282	0.25	0.008802816901	0.001836	0.00	0.00	#N/A	0	0	11.96874529	0.25	0.42	3	3	0.1056338028	0.42
IE	Ireland	2010	42.6	28.7	25.57	0.8909408	3.13	0.1090592	0.32	0.01114982578	0.000203	0.00	0.00	#N/A	0	0	9.048815917	0.31	0.32	2.8	2.8	0.09756097561	0.32
IE	Ireland	2011	38.6	27.5	22.78	0.8283636	4.72	0.1716364	0.34	0.01236363636	0.001867	0.00	0.00	#N/A	0	0	12.28888602	0.36	0.45	4.4	4.4	0.16	0.45
IE	Ireland	2012	38.7	27.6	23.15	0.8387681	4.45	0.1612319	0.44	0.01594202899	0.001725	0.00	0.00	#N/A	0	0	11.2361475	0.36	0.41	4	4	0.1449275362	0.41
IE	Ireland	2013	37.5	26.1	21.08	0.8076628	5.02	0.1923372	0.48	0.0183908046	0.001753	0.00	0.00	#N/A	0	0	11.90585455	0.38	0.46	4.5	4.5	0.1724137931	0.46
IE	Ireland	2014	37.2	26.3	20.62	0.7840304	5.68	0.2159696	0.54	0.02053231939	0.001832	0.00	0.00	#N/A	0	0	11.2294355	0.45	0.43	5.1	5.1	0.1939163498	0.43
IE	Ireland	2015	39	28.4	21.35	0.7517606	7.05	0.2482394	0.48	0.01690140845	0.001879	0.00	0.00	#N/A	0	0	12.56641087	0.53	0.44	6.6	6.6	0.2323943662	0.44
IT	Italy	1986	360	192.3	188.8	0.9817993	3.5	0.0182007	3.5	0.01820072803	5.358119	0.00	0.03	#N/A	0	0	247.7006245	0.00	1.00	0	0	0	1.00
IT	Italy	1987	375.4	201.4	197.71	0.9816783	3.69	0.0183217	3.69	0.01832174777	5.264404	0.00	0.03	#N/A	0	0	270.3877697	0.00	1.00	0	0	0	1.00
IT	Italy	1988	380.3	203.6	199.81	0.9813851	3.79	0.0186149	3.79	0.01861493124	5.360086	0.00	0.03	#N/A	0	0	266.5691971	0.00	1.00	0	0	0	1.00
IT	Italy	1989	400.8	210.8	207.6	0.9848197	3.2	0.0151803	3.2	0.01518026565	5.541737	0.00	0.03	#N/A	0	0	216.6490513	0.00	1.00	0	0	0	1.00
IT	Italy	1990	401.9	216.9	213.62	0.9848778	3.28	0.0151222	3.27	0.01507607192	5.471921	0.00	0.03	#N/A	0	0	238.7719237	0.00	1.00	0	0	0	1.00
IT	Italy	1991	402.9	222	218.7	0.9851351	3.3	0.0148649	3.29	0.01481981982	5.380842	0.00	0.02	#N/A	0.01	0.00004504504505	255.8450367	0.00	1.00	0	0	0	1.00
IT	Italy	1992	400.7	226.2	222.63	0.9842175	3.57	0.0157825	3.56	0.0157382847	5.408296	0.00	0.02	#N/A	0.01	0.0000442086649	254.3620267	0.00	1.00	0	0	0	1.00
IT	Italy	1993	395.7	222.8	219	0.9829443	3.8	0.0170557	3.78	0.01696588869	5.409296	0.00	0.02	#N/A	0.01	0.00004488330341	269.4206714	0.00	1.00	0	0	0	1.00
IT	Italy	1994	393.5	231.8	228.22	0.9845557	3.58	0.0154443	3.56	0.0153580673	5.410353	0.00	0.02	#N/A	0.01	0.00004314063848	257.1222482	0.00	1.00	0.01	0.01	0.00004314063848	1.00
IT	Italy	1995	413.8	241.5	237.82	0.9847619	3.68	0.0152381	3.65	0.01511387164	5.329541	0.00	0.02	#N/A	0.01	0.00004140786749	276.7806594	0.00	1.00	0.01	0.01	0.00004140786749	1.00
IT	Italy	1996	409.2	244.5	240.32	0.9829039	4.18	0.0170961	4.14	0.01693251534	5.039021	0.00	0.02	16	0.01	0.0000408997955	267.2657698	0.00	1.00	0.03	0.03	0.0001226993865	1.00
IT	Italy	1997	413.2	251.5	246.9	0.9817097	4.6	0.0182903	4.47	0.01777335984	5.629616	0.00	0.02	17	0.02	0.00007952286282	275.1390767	0.00	1.00	0.1	0.1	0.0003976143141	1.00
IT	Italy	1998	426.3	259.8	254.54	0.9797537	5.26	0.0202463	5.01	0.01928406467	5.588718	0.00	0.02	18	0.02	0.00007698229407	282.0337984	0.00	1.00	0.2	0.2	0.0007698229407	1.00
IT	Italy	1999	430.7	265.7	259.75	0.9776063	5.95	0.0223937	5.53	0.02081294693	5.344151	0.00	0.02	18	0.02	0.00007527286413	289.747832	0.00	1.00	0.4	0.4	0.001505457283	1.00
IT	Italy	2000	435.2	276.6	269.92	0.9758496	6.68	0.0241504	6.1	0.02205350687	5.483338	0.00	0.02	19	0.02	0.0000723065799	271.3941208	0.00	0.98	0.6	0.6	0.002169197397	1.00
IT	Italy	2001	432.6	279	271.46	0.9729749	7.54	0.0270251	6.34	0.02272401434	5.465244	0.00	0.02	20	0.02	0.00007168458781	304.0669557	0.00	1.00	1.2	1.2	0.004301075269	1.00
IT	Italy	2002	434.5	284.4	275.6	0.9690577	8.8	0.0309423	7.37	0.02591420534	5.217816	0.00	0.02	22	0.02	0.00007032348805	254.8971985	0.01	0.90	1.4	1.4	0.004922644163	0.91
IT	Italy	2003	453.1	293.9	283.7	0.9652943	10.2	0.0347057	8.71	0.02963593059	5.595503	0.00	0.02	26	0.02	0.00006805035726	271.6682658	0.01	0.92	1.5	1.5	0.005103776795	0.94
IT	Italy	2004	471.1	303.3	291.77	0.9619848	11.53	0.0380152	9.66	0.03184965381	5.282984	0.01	0.02	31	0.03	0.00009891196835	265.3463531	0.01	0.87	1.8	1.8	0.005934718101	0.89
IT	Italy	2005	472.3	303.7	291.33	0.9592690	12.37	0.0407310	10	0.03292723082	5.322428	0.01	0.02	34	0.03	0.00009878169246	235.5372815	0.01	0.78	2.3	2.3	0.007573263089	0.79
IT	Italy	2006	470.2	314.1	300.46	0.9565743	13.64	0.0434257	10.64	0.03387456224	5.412798	0.01	0.02	45	0.04	0.0001273479784	227.5436845	0.01	0.72	3	3	0.009551098376	0.74
IT	Italy	2007	460.9	313.9	299	0.9525327	14.9	0.0474673	10.83	0.03450143358	5.554851	0.01	0.02	110	0.04	0.0001274291176	253.8224907	0.02	0.81	4	4	0.01274291176	0.83
IT	Italy	2008	446.9	319.1	302.56	0.9481667	16.54	0.0518333	11.49	0.03600752115	5.282559	0.04	0.02	483	0.19	0.0005954246318	251.9359025	0.02	0.79	4.9	4.9	0.01535568787	0.81
IT	Italy	2009	404	292.6	272.48	0.9312372	20.12	0.0687628	12.9	0.04408749146	5.352978	0.13	0.02	1264	0.68	0.002323991798	258.828702	0.03	0.88	6.5	6.5	0.02221462748	0.90
IT	Italy	2010	409.8	302.1	276.25	0.9144323	25.85	0.0855677	14.82	0.04905660377	5.116801	0.37	0.02	3597	1.91	0.006322409798	259.7070002	0.04	0.86	9.1	9.1	0.030122476	0.88
IT	Italy	2011	399.8	302.6	265.46	0.8772637	37.14	0.1227363	16.49	0.05449438202	5.712191	1.00	0.02	13136	10.8	0.03569068077	218.4774038	0.05	0.72	9.9	9.9	0.03271645737	0.74
IT	Italy	2012	386.6	299.3	248.95	0.8317741	50.35	0.1682259	18.08	0.06040761777	5.541051	1.00	0.02	16790	18.86	0.06301369863	269.5635621	0.05	0.90	13.4	13.4	0.04477113264	0.92
IT	Italy	2013	353.6	289.8	230.57	0.7956177	59.23	0.2043823	22.75	0.07850241546	5.088137	1.00	0.02	18190	21.59	0.07449965493	245.2526345	0.06	0.85	14.9	14.9	0.05141476881	0.86
IT	Italy	2014	330.2	279.8	217.67	0.7779485	62.13	0.2220515	24.65	0.08809864189	5.170979	1.00	0.02	18600	22.31	0.07973552538	228.7035345	0.07	0.82	15.2	15.2	0.05432451751	0.84
IT	Italy	2015	343.1	283	219.63	0.7760777	63.37	0.2239223	25.58	0.09038869258	5.514344	1.00	0.02	18907	22.94	0.08106007067	229.7628536	0.06	0.81	14.8	14.8	0.05229681979	0.83
NL	Netherlands	1986	174.3	67.2	66.65	0.9918155	0.55	0.0081845	0.55	0.00818452381	0.181725	0.00	0.00	#N/A	0	0	91.45648459	0.00	1.00	0	0	0	1.00
NL	Netherlands	1987	181.9	68.4	67.7	0.9897661	0.7	0.0102339	0.7	0.01023391813	1.672599	0.00	0.02	#N/A	0	0	75.6354135	0.00	1.00	0	0	0	1.00
NL	Netherlands	1988	186	69.7	68.85	0.9878049	0.85	0.0121951	0.84	0.01205164993	1.640368	0.00	0.02	#N/A	0	0	92.41380694	0.00	1.00	0.02	0.02	0.0002869440459	1.00
NL	Netherlands	1989	187.1	73.1	72.18	0.9874145	0.92	0.0125855	0.9	0.0123119015	1.826597	0.00	0.02	#N/A	0	0	78.8719901	0.00	1.00	0.02	0.02	0.0002735978112	1.00
NL	Netherlands	1990	195.9	71.9	71.17	0.9898470	0.73	0.0101530	0.67	0.009318497914	1.787454	0.00	0.02	#N/A	0	0	92.59819179	0.00	1.00	0.1	0.1	0.001390820584	1.00
NL	Netherlands	1991	201.6	74.3	73.46	0.9886945	0.84	0.0113055	0.75	0.01009421265	1.813965	0.00	0.02	#N/A	0	0	78.61723442	0.00	1.00	0.1	0.1	0.00134589502	1.00
NL	Netherlands	1992	203	77.2	76.3	0.9883420	0.9	0.0116580	0.75	0.009715025907	1.803008	0.00	0.02	#N/A	0	0	86.27700622	0.00	1.00	0.1	0.1	0.001295336788	1.00
NL	Netherlands	1993	207.1	77	75.96	0.9864935	1.04	0.0135065	0.86	0.01116883117	1.669193	0.00	0.02	#N/A	0	0	83.36981848	0.00	1.00	0.2	0.2	0.002597402597	1.00
NL	Netherlands	1994	204.6	79.7	78.52	0.9851945	1.18	0.0148055	0.94	0.01179422836	1.711598	0.00	0.02	#N/A	0	0	86.82276851	0.00	1.00	0.2	0.2	0.002509410289	1.00
NL	Netherlands	1995	211.7	81.1	79.76	0.9834772	1.34	0.0165228	1.02	0.01257706535	1.843708	0.00	0.02	#N/A	0	0	86.17345385	0.00	1.00	0.3	0.3	0.003699136868	1.00
NL	Netherlands	1996	221.7	85.2	83.44	0.9793427	1.76	0.0206573	1.32	0.01549295775	1.723725	0.00	0.02	1	0	0	78.88693053	0.01	0.93	0.4	0.4	0.004694835681	0.95
NL	Netherlands	1997	218.9	86.7	84.76	0.9776240	1.94	0.0223760	1.46	0.01683967705	1.776397	0.00	0.02	1	0	0	77.82348962	0.01	0.90	0.5	0.5	0.005767012687	0.92
NL	Netherlands	1998	219.9	92	89.77	0.9757609	2.23	0.0242391	1.59	0.0172826087	1.557103	0.00	0.02	1	0	0	92.10856223	0.01	1.00	0.6	0.6	0.00652173913	1.00
NL	Netherlands	1999	216.6	87.6	85.16	0.9721461	2.44	0.0278539	1.79	0.02043378995	1.793359	0.01	0.02	5	0.01	0.0001141552511	89.65376656	0.01	1.00	0.6	0.6	0.006849315068	1.00
NL	Netherlands	2000	218.4	90.2	87.35	0.9684035	2.85	0.0315965	2.01	0.02228381375	1.656142	0.01	0.02	13	0.01	0.000110864745	92.2071602	0.01	1.00	0.8	0.8	0.008869179601	1.00
NL	Netherlands	2001	228.5	94.1	90.9	0.9659936	3.2	0.0340064	2.36	0.02507970244	0.171567	0.06	0.00	21	0.01	0.0001062699256	81.18732396	0.01	0.86	0.8	0.8	0.008501594049	0.86
NL	Netherlands	2002	228.6	95.1	91.23	0.9593060	3.87	0.0406940	2.91	0.03059936909	1.736071	0.01	0.02	26	0.02	0.0002103049422	82.72970667	0.01	0.87	0.9	0.9	0.009463722397	0.89
NL	Netherlands	2003	228.6	98.1	94.2	0.9602446	3.9	0.0397554	2.55	0.02599388379	1.991561	0.02	0.02	46	0.03	0.0003058103976	70.9390049	0.02	0.72	1.3	1.3	0.01325178389	0.74
NL	Netherlands	2004	235.1	102.1	96.87	0.9487757	5.23	0.0512243	3.32	0.03251714006	0.177479	0.17	0.00	50	0.03	0.0002938295788	81.41397727	0.02	0.80	1.9	1.9	0.01860920666	0.80
NL	Netherlands	2005	237.7	100.8	93.42	0.9267857	7.38	0.0732143	5.28	0.05238095238	1.788426	0.02	0.02	51	0.03	0.0002976190476	78.08840752	0.03	0.77	2.1	2.1	0.02083333333	0.79
NL	Netherlands	2006	235.3	98.8	90.84	0.9194332	7.96	0.0805668	5.19	0.05253036437	0.171147	0.23	0.00	53	0.04	0.0004048582996	82.52199954	0.03	0.84	2.7	2.7	0.02732793522	0.84
NL	Netherlands	2007	234.2	105.2	97.7	0.9287072	7.5	0.0712928	4.03	0.03830798479	1.732902	0.02	0.02	54	0.04	0.0003802281369	86.23595545	0.04	0.82	3.4	3.4	0.03231939163	0.84
NL	Netherlands	2008	231.4	108.2	98.82	0.9133087	9.38	0.0866913	5.08	0.04695009242	1.720933	0.02	0.02	59	0.04	0.0003696857671	86.88785084	0.05	0.80	4.3	4.3	0.03974121996	0.82
NL	Netherlands	2009	222.6	113.5	102.76	0.9053744	10.74	0.0946256	6.11	0.05383259912	1.778046	0.02	0.02	69	0.04	0.0003524229075	79.45295366	0.06	0.70	4.6	4.6	0.04052863436	0.72
NL	Netherlands	2010	232.4	118.1	106.99	0.9059272	11.11	0.0940728	7.06	0.05977984759	1.747026	0.03	0.01	90	0.06	0.0005080440305	68.26442173	0.06	0.58	4	4	0.03386960203	0.59
NL	Netherlands	2011	224.4	113	100.72	0.8913274	12.28	0.1086726	7.08	0.06265486726	1.824869	0.05	0.02	149	0.1	0.0008849557522	80.70371168	0.06	0.71	5.1	5.1	0.04513274336	0.73
NL	Netherlands	2012	217.3	102.5	90.06	0.8786341	12.44	0.1213659	7.2	0.07024390244	1.675624	0.15	0.02	369	0.25	0.00243902439	77.66655119	0.06	0.76	5	5	0.0487804878	0.77
NL	Netherlands	2013	211.7	100.9	88.8	0.8800793	12.1	0.1199207	5.95	0.05896927651	1.634756	0.32	0.02	746	0.52	0.005153617443	78.59951648	0.07	0.78	5.6	5.6	0.05550049554	0.80
NL	Netherlands	2014	200.8	103.4	91.8	0.8878143	11.6	0.1121857	5.01	0.04845261122	1.768735	0.44	0.02	1048	0.78	0.007543520309	77.6642665	0.07	0.75	5.8	5.8	0.05609284333	0.77
NL	Netherlands	2015	209.2	110.1	96.5	0.8764759	13.6	0.1235241	4.93	0.04477747502	0.181755	1.00	0.00	1515	1.12	0.01017257039	85.96789742	0.09	0.78	7.5	7.5	0.06811989101	0.78
NO	Norway	1986	31.2	97.3	97.27	0.9996917	0.03	0.0003083	0.03	0.0003083247688	0.000587	0.00	0.00	#N/A	0	0	13.01359223	0.00	0.13	0	0	0	0.13
NO	Norway	1987	30.4	104.3	104.28	0.9998082	0.02	0.0001918	0.02	0.0001917545542	0.057205	0.00	0.00	#N/A	0	0	11.94200742	0.00	0.11	0	0	0	0.12
NO	Norway	1988	30	110	109.97	0.9997273	0.03	0.0002727	0.03	0.0002727272727	0.056438	0.00	0.00	#N/A	0	0	12.54286716	0.00	0.11	0	0	0	0.11
